regionID,constellationID,constellationName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,factionID,radius
10000001,20000012,Oraron,-1.00508080691443e+17,5.29851299377122e+16,-6.78389409487322e+16,-1.06306688887847e+17,-9.47094724950392e+16,4.33534138656864e+16,6.26168460097379e+16,6.14057455879477e+16,7.42721363095167e+16,500007,9.63171607202573e+15
10000001,20000013,Aguh,-8.53769123419319e+16,7.46275114515598e+16,-9.52039028775598e+16,-8.89581613496796e+16,-8.17956633341842e+16,6.69547362639587e+16,8.2300286639161e+16,8.61390834679175e+16,1.04268722287202e+17,500007,9.06481940964227e+15
10000001,20000014,Mal,-6.70254154805933e+16,6.90653437217666e+16,-8.373854660288e+16,-7.74338143447171e+16,-5.66170166164695e+16,5.5052089301391e+16,8.30785981421423e+16,7.09062621388221e+16,9.6570831066938e+16,500007,1.40132544203757e+16
10000001,20000015,Subi,-9.60220705047765e+16,3.92964967774942e+16,-8.36247622126125e+16,-1.0667189657529e+17,-8.53722444342633e+16,3.16926203818261e+16,4.69003731731623e+16,7.87140128811779e+16,8.8535511544047e+16,500007,1.06498260705132e+16
10000001,20000016,Joas,-4.91739162817057e+16,3.38362650128478e+16,-4.20570637094093e+16,-5.34522376780293e+16,-4.48955948853822e+16,2.55876598481696e+16,4.20848701775261e+16,3.59922799350598e+16,4.81218474837588e+16,500007,8.24860516467828e+15
10000002,20000017,Ruomo,-1.11328382873739e+17,4.71242372313372e+16,1.08042345007325e+17,-1.20342524769332e+17,-1.02314240978147e+17,4.01960587339444e+16,5.40524157287301e+16,-1.16245911522904e+17,-9.98387784917468e+16,500001,9.01414189559225e+15
10000002,20000018,Anttanen,-1.15692045321475e+17,7.34900417513184e+16,9.10440319401086e+16,-1.28835093262737e+17,-1.02548997380213e+17,6.47566844860831e+16,8.22233990165537e+16,-9.83381252281735e+16,-8.37499386520438e+16,500001,1.31430479412623e+16
10000002,20000019,Ihilakken,-1.43645654698282e+17,5.29095802542584e+16,1.09619376865938e+17,-1.53519004289575e+17,-1.3377230510699e+17,4.26616980148278e+16,6.3157462493689e+16,-1.14295800169879e+17,-1.04942953561997e+17,500001,1.02478822394306e+16
10000002,20000020,Kimotoro,-1.34996400468185e+17,6.49994526322933e+16,1.03325617317521e+17,-1.44006154015412e+17,-1.25986646920959e+17,5.85222582205886e+16,7.1476647043998e+16,-1.1746922706009e+17,-8.91820075749524e+16,500001,1.41436097425689e+16
10000002,20000021,Okomon,-9.69307528731262e+16,6.66714780611111e+16,1.01741114599484e+17,-1.077362089753e+17,-8.61252967709529e+16,5.96260734273451e+16,7.3716882694877e+16,-1.16754753932848e+17,-8.67274752661209e+16,500001,1.50136393333636e+16
10000002,20000022,Onirvura,-9.05071158718375e+16,8.25506233976725e+16,9.74692138753629e+16,-9.83398025849182e+16,-8.26744291587569e+16,7.33225633171401e+16,9.17786834782049e+16,-1.01436453611753e+17,-9.35019741389732e+16,500001,9.2280600805324e+15
10000002,20000023,Ihatalo,-7.03224003078539e+16,5.37182552848656e+16,8.82488968571482e+16,-8.11450033384442e+16,-5.94997972772636e+16,4.39625518937266e+16,6.34739586760046e+16,-9.4326218506763e+16,-8.21715752075333e+16,500001,1.08226030305903e+16
10000002,20000024,Okkelen,-7.41878380886085e+16,9.26796841182502e+16,1.19743943763365e+17,-8.1148409550041e+16,-6.7227266627176e+16,8.30952117184407e+16,1.0226415651806e+17,-1.2382244449757e+17,-1.1566544302916e+17,500001,9.5844723998095e+15
10000002,20000025,Otsabaira,-8.93658547227189e+16,7.80983496889386e+16,1.22815243158493e+17,-9.54715222330916e+16,-8.32601872123462e+16,6.7280694585549e+16,8.89160047923283e+16,-1.29160044383989e+17,-1.16470441932998e+17,500001,1.08176551033897e+16
10000002,20000026,Aulari,-7.0831513081319e+16,9.28995952787257e+16,9.92141138500443e+16,-7.99112116768563e+16,-6.17518144857817e+16,8.14240753288762e+16,1.04375115228575e+17,-1.05753962994865e+17,-9.26742647052238e+16,500001,1.14755199498495e+16
10000002,20000027,Etsala,-9.17947043428966e+16,7.95373380013939e+16,1.36023921368117e+17,-9.84573205659111e+16,-8.5132088119882e+16,7.52637941033554e+16,8.38108818994324e+16,-1.42703848208881e+17,-1.29343994527353e+17,500001,6.67992684076437e+15
10000002,20000028,Mivora,-4.9195004630953e+16,3.51545563967551e+16,8.06270311040498e+16,-5.61066108800702e+16,-4.22833983818359e+16,3.02928578727429e+16,4.00162549207674e+16,-8.33172614890713e+16,-7.79368007190283e+16,500001,6.91160624911716e+15
10000002,20000029,Orpana,-9.77662679023009e+16,7.14811663236803e+16,1.44452603161759e+17,-1.06151172886939e+17,-8.93813629176632e+16,6.46059506133651e+16,7.83563820339954e+16,-1.47778397330121e+17,-1.41126808993396e+17,500001,8.38490498463774e+15
10000003,20000030,U29-0S,-6.65131355923445e+16,1.06332596113235e+17,1.65987695889981e+17,-7.09221676024122e+16,-6.21041035822768e+16,9.89040139120099e+16,1.13761178314461e+17,-1.7564147357346e+17,-1.56333918206502e+17,,9.6537776834787e+15
10000003,20000031,BUG6-X,-9.53717709934742e+16,6.86212574155938e+16,1.98066771995089e+17,-1.01434960175277e+17,-8.93085818116709e+16,6.01743674711588e+16,7.70681473600288e+16,-2.04939572812473e+17,-1.91193971177706e+17,,8.44688994443501e+15
10000003,20000032,OSJ7-I,-5.00825986500555e+16,8.73624612950599e+16,1.58787052717738e+17,-6.72010468897618e+16,-3.29641504103491e+16,7.65176619642702e+16,9.82072606258497e+16,-1.68139788973304e+17,-1.49434316462172e+17,,1.71184482397064e+16
10000003,20000033,DMXN-3,-9.92337602607694e+16,1.31254717897402e+17,2.09770750685339e+17,-1.09456397362479e+17,-8.90111231590603e+16,1.16894044393756e+17,1.45615391401048e+17,-2.1469477173575e+17,-2.04846729634929e+17,,1.43606735036462e+16
10000003,20000034,I89-EP,-7.73074460990397e+16,9.94297711585087e+16,1.91827695753879e+17,-8.47543664670091e+16,-6.98605257310702e+16,8.87615000309115e+16,1.10098042286106e+17,-1.96781511960287e+17,-1.8687387954747e+17,,1.06682711275973e+16
10000003,20000035,Z-DO53,-9.59790477708829e+16,9.11042433957621e+16,1.87989064417571e+17,-1.03272195706387e+17,-8.86858998353786e+16,7.76958795108427e+16,1.04512607280681e+17,-2.01945755536469e+17,-1.74032373298672e+17,,1.39566911188982e+16
10000003,20000036,YUT3-U,-9.6959562214228e+16,1.15976965323544e+17,1.78171700292355e+17,-1.073422066605e+17,-8.65769177679563e+16,1.07640274018555e+17,1.24313656628532e+17,-1.82193803578401e+17,-1.74149597006309e+17,,1.03826444462717e+16
10000003,20000037,5YHF-H,-6.94607299137451e+16,1.07277728808784e+17,2.11861833588607e+17,-7.4858990530627e+16,-6.40624692968631e+16,9.64809377795727e+16,1.18074519837996e+17,-2.21741730757535e+17,-2.01981936419679e+17,,1.07967910292117e+16
10000003,20000038,UK-MI6,-5.2458407374936e+16,1.16744024602218e+17,1.61939902558408e+17,-5.72203611688299e+16,-4.7696453581042e+16,1.03573190306983e+17,1.29914858897454e+17,-1.69905104147565e+17,-1.53974700969251e+17,,1.31708342952356e+16
10000003,20000039,YDS0-Y,-3.7611080188305e+16,1.04567340214531e+17,1.43889798413638e+17,-4.7708893978364e+16,-2.7513266398246e+16,8.95853266945386e+16,1.19549353734524e+17,-1.50645294598251e+17,-1.37134302229025e+17,,1.49820135199929e+16
10000003,20000040,A3-T8B,-1.55999513905118e+16,5.82041704075143e+16,1.46094919517886e+17,-3.03359601613599e+16,-863942619663614.0,4.62324849273612e+16,7.01758558876673e+16,-1.55434663613933e+17,-1.36755175421839e+17,,1.47360087708482e+16
10000003,20000041,DILJ-7,-5.55573886769371e+16,1.03991527604496e+17,1.75235332491413e+17,-6.11080625519605e+16,-5.00067148019138e+16,9.61718266135937e+16,1.11811228595399e+17,-1.80890526670256e+17,-1.69580138312569e+17,,7.81970099090254e+15
10000003,20000042,0-8MWQ,-1.97104888720237e+16,8.473804130452e+16,1.67961716935881e+17,-2.56008587921496e+16,-1.38201189518978e+16,7.96342426395693e+16,8.98418399694707e+16,-1.79945130048372e+17,-1.55978303823391e+17,,1.19834131124907e+16
10000003,20000043,F-V9QW,-5.46554745908546e+16,1.23108676507826e+17,2.18879593357516e+17,-6.05116223833911e+16,-4.8799326798318e+16,1.16132348558545e+17,1.30085004457106e+17,-2.27965725499628e+17,-2.09793461215405e+17,,9.08613214211187e+15
10000003,20000044,E-8CSQ,-1.51466756246148e+15,8.16529603627314e+16,1.75435909067551e+17,-1.05328368618761e+16,7.50350173695318e+15,7.46997138379503e+16,8.86062068875126e+16,-1.81348518680572e+17,-1.6952329945453e+17,,9.01816929941466e+15
10000003,20000045,9KX-M0,1.10951135850936e+16,9.05419708852134e+16,1.60705492923388e+17,357359445750513.0,2.18328677244367e+16,8.16431752815325e+16,9.94407664888943e+16,-1.67799373798343e+17,-1.53611612048434e+17,,1.07377541393431e+16
10000003,20000046,88G-M4,7.98449245817692e+15,6.89142205320397e+16,1.68077197075229e+17,2.14387527581208e+15,1.38251096405418e+16,5.79283374951129e+16,7.99001035689665e+16,-1.72519735761403e+17,-1.63634658389055e+17,,1.09858830369268e+16
10000004,20000047,L5-H1O,1.12345181195738e+17,5.82492544055059e+16,2.0792374528573e+17,9.96532466300546e+16,1.25037115761422e+17,5.10316427080782e+16,6.54668661029337e+16,-2.19676624815969e+17,-1.9617086575549e+17,,1.26919345656835e+16
10000004,20000048,J-4QD7,8.22350572817793e+16,6.87639437203763e+16,1.93468952726847e+17,7.49201478472064e+16,8.95499667163522e+16,5.62076190196908e+16,8.13202684210617e+16,-1.96099460376939e+17,-1.90838445076755e+17,,1.25563247006854e+16
10000004,20000049,LC-AQD,9.53655618301219e+16,3.76913991132952e+16,1.91007747774319e+17,8.71227576690196e+16,1.03608365991224e+17,2.57275675795923e+16,4.96552306469981e+16,-2.03522662329175e+17,-1.78492833219464e+17,,1.25149145548555e+16
10000004,20000050,7PUP-K,7.43499641997965e+16,5.79803285299612e+16,2.37707660060956e+17,6.92655127871237e+16,7.94344156124693e+16,4.87296725251315e+16,6.72309845347908e+16,-2.41913433930754e+17,-2.33501886191157e+17,,9.25065600482964e+15
10000004,20000051,V8UW-M,9.88505283431108e+16,7.9559619351353e+16,2.58638058258739e+17,8.90398810023632e+16,1.08661175683858e+17,6.27159186210677e+16,9.64033200816383e+16,-2.77895491552279e+17,-2.39380624965198e+17,,1.92574332935403e+16
10000004,20000052,T7B-VB,9.32583748289413e+16,5.53134757866182e+16,2.29855753632977e+17,8.46053097615752e+16,1.01911439896307e+17,3.95567662374087e+16,7.10701853358277e+16,-2.47501018854262e+17,-2.12210488411692e+17,,1.76452652212852e+16
10000004,20000053,B-PHYN,8.72742274139728e+16,5.21643304294765e+16,2.59770384539448e+17,7.87031174178215e+16,9.58453374101241e+16,3.21283028096218e+16,7.22003580493311e+16,-2.70230853197563e+17,-2.49309915881333e+17,,2.00360276198546e+16
10000004,20000054,9RW5-Z,8.78856939052698e+16,1.38650391165171e+16,1.64377322883813e+17,8.14995289105988e+16,9.42718588999408e+16,7.42445120673237e+15,2.03056270263019e+16,-1.74086298852795e+17,-1.54668346914831e+17,,9.70897596898189e+15
10000004,20000055,VL-OGL,9.39139013668271e+16,7.66615579802515e+16,2.95691910175006e+17,8.97808239991414e+16,9.80469787345129e+16,6.2520826596764e+16,9.08022893637391e+16,-3.07549013896645e+17,-2.83834806453367e+17,,1.41407313834876e+16
10000004,20000056,VW-JMB,7.90554616905517e+16,5.61509392528616e+16,3.07329486129295e+17,7.37237288750747e+16,8.43871945060286e+16,4.61755459585238e+16,6.61263325471994e+16,-3.12477971377793e+17,-3.02181000880796e+17,,9.97539329433777e+15
10000004,20000057,HN5-RL,9.91955783202765e+16,8.07555588730621e+16,3.26045817320346e+17,9.59449341564993e+16,1.02446222484054e+17,6.66974071642624e+16,9.48137105818618e+16,-3.36012848768635e+17,-3.16078785872057e+17,,1.40581517087997e+16
10000004,20000058,RO-AZT,1.01486057028745e+17,9.02756358710785e+16,3.09564902654401e+17,9.25816275188747e+16,1.10390486538615e+17,7.92502911727555e+16,1.01300980569401e+17,-3.17677836719504e+17,-3.01451968589298e+17,,1.10253446983229e+16
10000004,20000059,KCR-1E,9.80353623021268e+16,9.38794138479312e+16,3.57446704176557e+17,9.26371274341443e+16,1.03433597170109e+17,8.8615270818244e+16,9.91435568776185e+16,-3.66830427395293e+17,-3.48062980957822e+17,,9.38372321873587e+15
10000004,20000060,FL-TD4,6.73908273200137e+16,8.8820165257849e+16,2.60266484922458e+17,5.86649627547828e+16,7.61166918852446e+16,8.01548040990387e+16,9.74855264166593e+16,-2.69018182991303e+17,-2.51514786853613e+17,,8.75169806884512e+15
10000004,20000061,B-HLOG,1.10740785612982e+17,9.569515289694e+16,3.67083502298463e+17,9.96006526621383e+16,1.21880918563826e+17,8.39275446938322e+16,1.07462761100048e+17,-3.74493094117748e+17,-3.59673910479177e+17,,1.17676082031077e+16
10000004,20000062,0VFS-G,8.19186474385738e+16,8.67333466824679e+16,3.8077417785062e+17,7.37281429723396e+16,9.01091519048079e+16,7.69155014240552e+16,9.65511919408805e+16,-3.86137835623875e+17,-3.75410520077365e+17,,9.81784525841266e+15
10000005,20000063,GJH-1C,9.56164260085368e+16,-3.15150328042694e+16,-1.64748864800978e+17,8.38719810824633e+16,1.0736087093461e+17,-4.3311381608068e+16,-1.97186840004708e+16,1.53664963769896e+17,1.75832765832059e+17,,1.17963488037986e+16
10000005,20000064,RFQ-8Y,1.33660481311515e+17,-1.62288903485902e+16,-1.90273639271198e+17,1.21180695613429e+17,1.461402670096e+17,-2.36123625096155e+16,-8.84541818756501e+15,1.79578877691207e+17,2.00968400851189e+17,,1.24797856980855e+16
10000005,20000065,MZ-PA2,7.74968439739278e+16,-1.5442356701422e+16,-2.03155203452019e+17,6.78836649492061e+16,8.71100229986495e+16,-2.66274004404828e+16,-4.25731296236112e+15,1.94346813661504e+17,2.11963593242534e+17,,1.11850437390609e+16
10000005,20000066,5F8-PZ,1.24874496742708e+17,-2.98020224570675e+16,-1.66005403776531e+17,1.12576435747482e+17,1.37172557737935e+17,-3.89975548222363e+16,-2.06064900918987e+16,1.52956854299094e+17,1.79053953253967e+17,,1.30485494774364e+16
10000005,20000067,PR-ACX,1.06725752239432e+17,-3.04088836027625e+16,-1.86128662233232e+17,9.68837390598215e+16,1.16567765419043e+17,-4.19228527236913e+16,-1.88949144818337e+16,1.78656610938806e+17,1.93600713527659e+17,,1.15139691209288e+16
10000005,20000068,5P4-QA,1.46181972871033e+17,-1.84576883148622e+16,-2.1175588054251e+17,1.3551034116037e+17,1.56853604581695e+17,-2.7078890267554e+16,-9.83648636217038e+15,2.03594626826949e+17,2.1991713425807e+17,,1.06716317106625e+16
10000005,20000069,1RG-GU,6.58957615677702e+16,-2.41409465268631e+16,-2.05869439168795e+17,6.18800219386272e+16,6.99115011969132e+16,-3.44221775597566e+16,-1.38597154939695e+16,1.96478749034395e+17,2.15260129303195e+17,,1.02812310328936e+16
10000005,20000070,ZPI-2E,1.68633211470465e+17,-3.47533903519468e+16,-2.28035652156066e+17,1.60612899877966e+17,1.76653523062964e+17,-5.16192082155161e+16,-1.78875724883776e+16,2.13466490338948e+17,2.42604813973185e+17,,1.68658178635693e+16
10000005,20000071,D-95MV,1.11412007944826e+17,-1.20626717031067e+16,-2.07213171277609e+17,9.4817389814211e+16,1.28006626075442e+17,-2.33446649877301e+16,-780678418483380.0,2.02847658587397e+17,2.11578683967822e+17,,1.65946181306153e+16
10000005,20000072,3R-BJL,2.0899489217955e+17,-1.29529824189485e+16,-1.94787266992566e+17,1.89905290217871e+17,2.2808449414123e+17,-1.99830158512556e+16,-5.92294898664153e+15,1.86771604915863e+17,2.02802929069269e+17,,1.90896019616798e+16
10000005,20000073,T875-C,8.18116313307276e+16,-5.07203320489026e+16,-2.10097452731597e+17,6.68845266943947e+16,9.67387359670605e+16,-6.13208029953272e+16,-4.01198611024781e+16,2.0187689562037e+17,2.18318009842824e+17,,1.49271046363329e+16
10000005,20000074,4SRW-B,6.85196296799376e+16,-1.67887808143714e+16,-2.27533857587847e+17,6.33556399144685e+16,7.36836194454068e+16,-2.95314627118802e+16,-4.04609891686271e+15,2.18108693354317e+17,2.36959021821377e+17,,1.27426818975087e+16
10000005,20000075,HOV-VI,5.80859178076883e+16,-2.88772764737066e+16,-2.19987046200608e+17,4.94829122809403e+16,6.66889233344363e+16,-3.94231639123934e+16,-1.83313890350198e+16,2.17114153117348e+17,2.22859939283868e+17,,1.05458874386868e+16
10000005,20000076,NZU8-G,1.36909058206465e+17,-3.47850608005078e+16,-2.04136942807228e+17,1.24232013861986e+17,1.49586102550945e+17,-4.35749567813747e+16,-2.59951648196408e+16,1.97880519164213e+17,2.10393366450242e+17,,1.26770443444797e+16
10000006,20000077,0FC-ZX,1.22072758906032e+17,-1.67797177739814e+16,-1.57619597580259e+17,1.10669678185761e+17,1.33475839626302e+17,-2.83409637871765e+16,-5.21847176078643e+15,1.50909816728979e+17,1.64329378431538e+17,,1.1561246013195e+16
10000006,20000078,AC-RON,1.37370897838259e+17,8.23243215965681e+15,-1.49783265558614e+17,1.30597642269297e+17,1.44144153407221e+17,-1.29003762768153e+15,1.77549019469951e+16,1.42018883320999e+17,1.57547647796229e+17,,9.52246978733834e+15
10000006,20000079,RF9-ZU,1.07842875633863e+17,2.81263939466279e+15,-1.76706153814934e+17,9.84978272642249e+16,1.171879240035e+17,-5.11171517042812e+15,1.07369939597537e+16,1.67652163657104e+17,1.85760143972764e+17,,9.3450483696376e+15
10000006,20000080,DJ-XCW,1.0474716260287e+17,-1.65971746916331e+15,-1.44430017697754e+17,9.76188260209669e+16,1.11875499184774e+17,-1.25326251370534e+16,9.21319019872673e+15,1.38076167573097e+17,1.50783867822411e+17,,1.087290766789e+16
10000006,20000081,3GK-WS,9.10643036814467e+16,9.68470925324668e+15,-1.49712235378091e+17,8.51246945071561e+16,9.70039128557374e+16,928164548921419.0,1.84412539575719e+16,1.36354198833268e+17,1.63070271922915e+17,,1.33580365448239e+16
10000006,20000082,5ZR-29,7.09269752897324e+16,3.83981243192033e+15,-1.4703521785722e+17,6.63560194812358e+16,7.5497931098229e+16,-8.89923257768416e+15,1.65788574415248e+16,1.44610385065662e+17,1.49460050648779e+17,,1.27390450096045e+16
10000006,20000083,J-9M7D,5.50942891882897e+16,6.47088590862232e+15,-1.83026537726129e+17,4.8166937486479e+16,6.20216408901003e+16,1.53789681199822e+15,1.14038750052464e+16,1.77002722291219e+17,1.89050353161039e+17,,6.92735170181062e+15
10000006,20000084,R-M719,7.04816259894974e+16,4.71589790521853e+15,-1.72631015151399e+17,6.43151837176005e+16,7.66480682613943e+16,-8.98717247395629e+15,1.84189682843934e+16,1.64234799042578e+17,1.8102723126022e+17,,1.37030703791748e+16
10000006,20000085,5Y1E-3,1.14255230938303e+17,1.61704871500953e+16,-1.56522164737634e+17,1.06667673755784e+17,1.21842788120823e+17,8.02137212973161e+15,2.43196021704589e+16,1.52592088021223e+17,1.60452241454045e+17,,8.14911502036365e+15
10000006,20000086,760-9C,9.92771287656644e+16,-1.30432603086081e+16,-1.62926173720071e+17,8.8217505269077e+16,1.10336752262252e+17,-1.90219644399951e+16,-7.06455617722105e+15,1.5794034059544e+17,1.67912006844701e+17,,1.10596234965873e+16
10000006,20000087,4-QV2L,8.33542295530092e+16,2.18631630546075e+16,-1.80582076915718e+17,7.18144847055727e+16,9.48939744004458e+16,1.62967834502993e+16,2.74295426589156e+16,1.75909100285864e+17,1.85255053545572e+17,,1.15397448474366e+16
10000006,20000088,GU-JZ1,8.36475904518662e+16,-6.95533516650719e+15,-1.42341340477442e+17,7.63690678916989e+16,9.09261130120336e+16,-1.89319637684272e+16,5.02129343541278e+15,1.39617849870154e+17,1.4506483108473e+17,,1.197662860192e+16
10000007,20000089,BVA-YH,2.2053418090367e+17,7.17522627134041e+15,-1.06354699551511e+17,2.11902825837728e+17,2.29165535969612e+17,1.38098978466215e+15,1.29694627580187e+16,9.8742581596449e+16,1.13966817506572e+17,,8.63135506594205e+15
10000007,20000090,VS-8P0,1.83951658928238e+17,9.76123114410739e+15,-1.20228420356962e+17,1.68486163179495e+17,1.99417154676982e+17,2.8982702293789e+15,1.66241920588359e+16,1.12535597991757e+17,1.27921242722167e+17,,1.54654957487438e+16
10000007,20000091,5HN-S5,2.24114852400476e+17,-1.55828685222703e+16,-8.52587064976812e+16,2.140889516103e+17,2.34140753190651e+17,-2.80788125748641e+16,-3.0869244696766e+15,6.91246000913981e+16,1.01392812903964e+17,,1.6134106406283e+16
10000007,20000092,Y-JSM8,2.53779292278507e+17,4.64006416633624e+15,-9.87505306498078e+16,2.31875968206146e+17,2.75682616350868e+17,-7.90541209266146e+15,1.71855404253339e+16,8.94898982104212e+16,1.08011163089194e+17,,2.19033240723612e+16
10000007,20000093,VSC-W9,2.87528567120156e+17,-1.88956702663783e+16,-7.71645764866491e+16,2.77546601310817e+17,2.97510532929496e+17,-3.21993973823728e+16,-5.59194315038383e+15,7.04528313619863e+16,8.38763216113119e+16,,1.33037271159945e+16
10000007,20000094,FQ-COP,3.05503962670839e+17,-4.21314900311268e+16,-8.826306978745e+16,2.91962336466472e+17,3.19045588875207e+17,-5.4268759936178e+16,-2.99942201260756e+16,8.33592469101154e+16,9.31668926647845e+16,,1.35416262043676e+16
10000007,20000095,MRC-29,2.82432889187025e+17,-1.11491210096542e+16,-4.99181459418285e+16,2.67344945884475e+17,2.97520832489575e+17,-3.60975059487708e+16,1.37992639294625e+16,4.43263124496065e+16,5.55099794340504e+16,,2.49483849391167e+16
10000008,20000096,51ZT-6,4.74342837962523e+16,1.26861938771838e+16,-1.4942298694627e+17,3.24188402007107e+16,6.24497273917938e+16,-3.39435941465619e+15,2.87667471690237e+16,1.35347357978629e+17,1.63498615913912e+17,,1.608055329184e+16
10000008,20000097,4YFT-F,5.16505540215433e+16,6.43263525915846e+15,-1.29755759904938e+17,3.74710503119398e+16,6.58300577311468e+16,-4.5791573561559e+15,1.74444278744728e+16,1.21625540970984e+17,1.37885978838891e+17,,1.41795037096035e+16
10000008,20000098,P-I9PF,3.25077594297347e+16,3.17150195267864e+16,-1.19041223169724e+17,2.58022942780596e+16,3.92132245814098e+16,2.64173496033558e+16,3.70126894502169e+16,1.1085782172145e+17,1.27224624617999e+17,,8.18340144827444e+15
10000008,20000099,ENP-SH,8.11749787367384e+16,1.21541966964899e+16,-1.30054969482864e+17,6.88271561525325e+16,9.35228013209442e+16,-1.97268906331417e+15,2.6281082456294e+16,1.18578754529036e+17,1.41531184436692e+17,,1.41268857598041e+16
10000008,20000100,Y-M7ML,1.86366608740231e+16,-2.14856603573735e+16,-1.58065612673597e+17,1.25546074041644e+16,2.47187143438818e+16,-2.61764682087115e+16,-1.67948525060355e+16,1.48121254972245e+17,1.68009970374949e+17,,9.94435770135198e+15
10000008,20000101,QI1M-Q,3.79538127644298e+16,2.77139652094749e+16,-1.72427164786443e+17,3.34842487682415e+16,4.24233767606182e+16,2.3417771642211e+16,3.20101587767387e+16,1.60734670105646e+17,1.84119659467241e+17,,1.16924946807972e+16
10000008,20000102,7VJ-7M,4.33974429434894e+16,-1.91909502282735e+16,-1.34612859563579e+17,3.51275766883187e+16,5.16673091986602e+16,-2.73375648466273e+16,-1.10443356099196e+16,1.2752369441581e+17,1.41702024711349e+17,,8.26986625517075e+15
10000008,20000103,02QH-A,8.09943722718633e+16,1.76895294556452e+15,-1.03993036168969e+17,7.75661931192696e+16,8.44225514244571e+16,-6.63149719849092e+15,1.016940308962e+16,9.69734335144548e+16,1.11012638823483e+17,,8.40045014405544e+15
10000008,20000104,WQZ8-4,8.78368188141796e+16,3.14706379090676e+16,-1.14392829382876e+17,7.87504806808723e+16,9.69231569474869e+16,2.32481014367442e+16,3.9693174381391e+16,1.08956066803399e+17,1.19829591962352e+17,,9.0863381333073e+15
10000008,20000105,DITJ-X,1.09636974400018e+17,2.30002818483699e+16,-1.34522186650614e+17,1.0233823895303e+17,1.16935709847006e+17,1.52700344922299e+16,3.07305292045099e+16,1.28548235800126e+17,1.40496137501101e+17,,7.73024735614003e+15
10000008,20000106,YCM-AI,3.18497646759401e+16,-1.9820789939149e+16,-1.35155425676134e+17,2.55843702999634e+16,3.81151590519169e+16,-3.34296257581067e+16,-6.2119541201912e+15,1.28284728911939e+17,1.42026122440328e+17,,1.36088358189578e+16
10000008,20000107,CN5-F2,6.15560235266548e+16,2.66727910364132e+16,-1.36563993515709e+17,5.44398109984078e+16,6.86722360549019e+16,2.33058295064648e+16,3.00397525663615e+16,1.29814787419583e+17,1.43313199611835e+17,,7.11621252824705e+15
